"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Charter School for Young Children on Asylum Hill","","2012-2013","Male","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Total Cohort Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Four Year Graduation Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Four Year Graduation Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Still Enrolled After Four Years Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Other Count","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Other Rate","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Other Rate","Percent","-6666"
"Cheshire School District","900914160","2010-2011","Female","Total Cohort Count","Number","164"
"Cheshire School District","900914160","2010-2011","Male","Total Cohort Count","Number","211"
"Cheshire School District","900914160","2010-2011","Female","Four Year Graduation Count","Number","161"
"Cheshire School District","900914160","2010-2011","Male","Four Year Graduation Count","Number","195"
"Cheshire School District","900914160","2010-2011","Female","Four Year Graduation Rate","Percent","98.2"
"Cheshire School District","900914160","2010-2011","Male","Four Year Graduation Rate","Percent","92.4"
"Cheshire School District","900914160","2010-2011","Female","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2010-2011","Male","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2010-2011","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2010-2011","Male","Other Count","Number","-9999"
"Cheshire School District","900914160","2010-2011","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2010-2011","Male","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2011-2012","Female","Total Cohort Count","Number","199"
"Cheshire School District","900914160","2011-2012","Male","Total Cohort Count","Number","212"
"Cheshire School District","900914160","2011-2012","Female","Four Year Graduation Count","Number","191"
"Cheshire School District","900914160","2011-2012","Male","Four Year Graduation Count","Number","203"
"Cheshire School District","900914160","2011-2012","Female","Four Year Graduation Rate","Percent","96.0"
"Cheshire School District","900914160","2011-2012","Male","Four Year Graduation Rate","Percent","95.8"
"Cheshire School District","900914160","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2011-2012","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2011-2012","Male","Other Count","Number","-9999"
"Cheshire School District","900914160","2011-2012","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2011-2012","Male","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2012-2013","Female","Total Cohort Count","Number","189"
"Cheshire School District","900914160","2012-2013","Male","Total Cohort Count","Number","195"
"Cheshire School District","900914160","2012-2013","Female","Four Year Graduation Count","Number","182"
"Cheshire School District","900914160","2012-2013","Male","Four Year Graduation Count","Number","180"
"Cheshire School District","900914160","2012-2013","Female","Four Year Graduation Rate","Percent","96.3"
"Cheshire School District","900914160","2012-2013","Male","Four Year Graduation Rate","Percent","92.3"
"Cheshire School District","900914160","2012-2013","Female","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2012-2013","Male","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2012-2013","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2012-2013","Male","Other Count","Number","-9999"
"Cheshire School District","900914160","2012-2013","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2012-2013","Male","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2013-2014","Female","Total Cohort Count","Number","193"
"Cheshire School District","900914160","2013-2014","Male","Total Cohort Count","Number","196"
"Cheshire School District","900914160","2013-2014","Female","Four Year Graduation Count","Number","187"
"Cheshire School District","900914160","2013-2014","Male","Four Year Graduation Count","Number","184"
"Cheshire School District","900914160","2013-2014","Female","Four Year Graduation Rate","Percent","96.9"
"Cheshire School District","900914160","2013-2014","Male","Four Year Graduation Rate","Percent","93.9"
"Cheshire School District","900914160","2013-2014","Female","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2013-2014","Male","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2013-2014","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2013-2014","Male","Other Count","Number","-9999"
"Cheshire School District","900914160","2013-2014","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2013-2014","Male","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2014-2015","Female","Total Cohort Count","Number","196"
"Cheshire School District","900914160","2014-2015","Male","Total Cohort Count","Number","196"
"Cheshire School District","900914160","2014-2015","Female","Four Year Graduation Count","Number","192"
"Cheshire School District","900914160","2014-2015","Male","Four Year Graduation Count","Number","189"
"Cheshire School District","900914160","2014-2015","Female","Four Year Graduation Rate","Percent","98.0"
"Cheshire School District","900914160","2014-2015","Male","Four Year Graduation Rate","Percent","96.4"
"Cheshire School District","900914160","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2014-2015","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2014-2015","Male","Other Count","Number","-9999"
"Cheshire School District","900914160","2014-2015","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2014-2015","Male","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2015-2016","Female","Total Cohort Count","Number","172"
"Cheshire School District","900914160","2015-2016","Male","Total Cohort Count","Number","215"
"Cheshire School District","900914160","2015-2016","Female","Four Year Graduation Count","Number","168"
"Cheshire School District","900914160","2015-2016","Male","Four Year Graduation Count","Number","203"
"Cheshire School District","900914160","2015-2016","Female","Four Year Graduation Rate","Percent","97.7"
"Cheshire School District","900914160","2015-2016","Male","Four Year Graduation Rate","Percent","94.4"
"Cheshire School District","900914160","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Cheshire School District","900914160","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Cheshire School District","900914160","2015-2016","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2015-2016","Male","Other Count","Number","-9999"
"Cheshire School District","900914160","2015-2016","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2015-2016","Male","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2016-2017","Female","Total Cohort Count","Number","179"
"Cheshire School District","900914160","2016-2017","Male","Total Cohort Count","Number","212"
"Cheshire School District","900914160","2016-2017","Female","Four Year Graduation Count","Number","-9999"
"Cheshire School District","900914160","2016-2017","Male","Four Year Graduation Count","Number","-9999"
"Cheshire School District","900914160","2016-2017","Female","Four Year Graduation Rate","Percent","-9999"
"Cheshire School District","900914160","2016-2017","Male","Four Year Graduation Rate","Percent","-9999"
"Cheshire School District","900914160","2016-2017","Female","Still Enrolled After Four Years Count","Number","0"
"Cheshire School District","900914160","2016-2017","Male","Still Enrolled After Four Years Count","Number","12"
"Cheshire School District","900914160","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","0.0"
"Cheshire School District","900914160","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","5.7"
"Cheshire School District","900914160","2016-2017","Female","Other Count","Number","-9999"
"Cheshire School District","900914160","2016-2017","Male","Other Count","Number","0"
"Cheshire School District","900914160","2016-2017","Female","Other Rate","Percent","-9999"
"Cheshire School District","900914160","2016-2017","Male","Other Rate","Percent","0.0"
"Chester School District","","2010-2011","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2010-2011","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2010-2011","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2010-2011","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2010-2011","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2010-2011","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2010-2011","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2010-2011","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2010-2011","Female","Other Count","Number","-6666"
"Chester School District","","2010-2011","Male","Other Count","Number","-6666"
"Chester School District","","2010-2011","Female","Other Rate","Percent","-6666"
"Chester School District","","2010-2011","Male","Other Rate","Percent","-6666"
"Chester School District","","2011-2012","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2011-2012","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2011-2012","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2011-2012","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2011-2012","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2011-2012","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2011-2012","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2011-2012","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2011-2012","Female","Other Count","Number","-6666"
"Chester School District","","2011-2012","Male","Other Count","Number","-6666"
"Chester School District","","2011-2012","Female","Other Rate","Percent","-6666"
"Chester School District","","2011-2012","Male","Other Rate","Percent","-6666"
"Chester School District","","2012-2013","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2012-2013","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2012-2013","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2012-2013","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2012-2013","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2012-2013","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2012-2013","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2012-2013","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2012-2013","Female","Other Count","Number","-6666"
"Chester School District","","2012-2013","Male","Other Count","Number","-6666"
"Chester School District","","2012-2013","Female","Other Rate","Percent","-6666"
"Chester School District","","2012-2013","Male","Other Rate","Percent","-6666"
"Chester School District","","2013-2014","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2013-2014","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2013-2014","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2013-2014","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2013-2014","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2013-2014","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2013-2014","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2013-2014","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2013-2014","Female","Other Count","Number","-6666"
"Chester School District","","2013-2014","Male","Other Count","Number","-6666"
"Chester School District","","2013-2014","Female","Other Rate","Percent","-6666"
"Chester School District","","2013-2014","Male","Other Rate","Percent","-6666"
"Chester School District","","2014-2015","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2014-2015","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2014-2015","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2014-2015","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2014-2015","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2014-2015","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2014-2015","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2014-2015","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2014-2015","Female","Other Count","Number","-6666"
"Chester School District","","2014-2015","Male","Other Count","Number","-6666"
"Chester School District","","2014-2015","Female","Other Rate","Percent","-6666"
"Chester School District","","2014-2015","Male","Other Rate","Percent","-6666"
"Chester School District","","2015-2016","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2015-2016","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2015-2016","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2015-2016","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2015-2016","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2015-2016","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2015-2016","Female","Other Count","Number","-6666"
"Chester School District","","2015-2016","Male","Other Count","Number","-6666"
"Chester School District","","2015-2016","Female","Other Rate","Percent","-6666"
"Chester School District","","2015-2016","Male","Other Rate","Percent","-6666"
"Chester School District","","2016-2017","Female","Total Cohort Count","Number","-6666"
"Chester School District","","2016-2017","Male","Total Cohort Count","Number","-6666"
"Chester School District","","2016-2017","Female","Four Year Graduation Count","Number","-6666"
"Chester School District","","2016-2017","Male","Four Year Graduation Count","Number","-6666"
"Chester School District","","2016-2017","Female","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2016-2017","Male","Four Year Graduation Rate","Percent","-6666"
"Chester School District","","2016-2017","Female","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2016-2017","Male","Still Enrolled After Four Years Count","Number","-6666"
"Chester School District","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Chester School District","","2016-2017","Female","Other Count","Number","-6666"
"Chester School District","","2016-2017","Male","Other Count","Number","-6666"
"Chester School District","","2016-2017","Female","Other Rate","Percent","-6666"
"Chester School District","","2016-2017","Male","Other Rate","Percent","-6666"
"Clinton School District","900715350","2010-2011","Female","Total Cohort Count","Number","78"
"Clinton School District","900715350","2010-2011","Male","Total Cohort Count","Number","67"
"Clinton School District","900715350","2010-2011","Female","Four Year Graduation Count","Number","76"
"Clinton School District","900715350","2010-2011","Male","Four Year Graduation Count","Number","58"
"Clinton School District","900715350","2010-2011","Female","Four Year Graduation Rate","Percent","97.4"
"Clinton School District","900715350","2010-2011","Male","Four Year Graduation Rate","Percent","86.6"
"Clinton School District","900715350","2010-2011","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2010-2011","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2010-2011","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2010-2011","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2010-2011","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2010-2011","Male","Other Rate","Percent","-9999"
"Clinton School District","900715350","2011-2012","Female","Total Cohort Count","Number","61"
"Clinton School District","900715350","2011-2012","Male","Total Cohort Count","Number","62"
"Clinton School District","900715350","2011-2012","Female","Four Year Graduation Count","Number","56"
"Clinton School District","900715350","2011-2012","Male","Four Year Graduation Count","Number","58"
"Clinton School District","900715350","2011-2012","Female","Four Year Graduation Rate","Percent","91.8"
"Clinton School District","900715350","2011-2012","Male","Four Year Graduation Rate","Percent","93.5"
"Clinton School District","900715350","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2011-2012","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2011-2012","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2011-2012","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2011-2012","Male","Other Rate","Percent","-9999"
"Clinton School District","900715350","2012-2013","Female","Total Cohort Count","Number","70"
"Clinton School District","900715350","2012-2013","Male","Total Cohort Count","Number","75"
"Clinton School District","900715350","2012-2013","Female","Four Year Graduation Count","Number","64"
"Clinton School District","900715350","2012-2013","Male","Four Year Graduation Count","Number","64"
"Clinton School District","900715350","2012-2013","Female","Four Year Graduation Rate","Percent","91.4"
"Clinton School District","900715350","2012-2013","Male","Four Year Graduation Rate","Percent","85.3"
"Clinton School District","900715350","2012-2013","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2012-2013","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2012-2013","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2012-2013","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2012-2013","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2012-2013","Male","Other Rate","Percent","-9999"
"Clinton School District","900715350","2013-2014","Female","Total Cohort Count","Number","61"
"Clinton School District","900715350","2013-2014","Male","Total Cohort Count","Number","72"
"Clinton School District","900715350","2013-2014","Female","Four Year Graduation Count","Number","55"
"Clinton School District","900715350","2013-2014","Male","Four Year Graduation Count","Number","68"
"Clinton School District","900715350","2013-2014","Female","Four Year Graduation Rate","Percent","90.2"
"Clinton School District","900715350","2013-2014","Male","Four Year Graduation Rate","Percent","94.4"
"Clinton School District","900715350","2013-2014","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2013-2014","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2013-2014","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2013-2014","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2013-2014","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2013-2014","Male","Other Rate","Percent","-9999"
"Clinton School District","900715350","2014-2015","Female","Total Cohort Count","Number","74"
"Clinton School District","900715350","2014-2015","Male","Total Cohort Count","Number","88"
"Clinton School District","900715350","2014-2015","Female","Four Year Graduation Count","Number","70"
"Clinton School District","900715350","2014-2015","Male","Four Year Graduation Count","Number","76"
"Clinton School District","900715350","2014-2015","Female","Four Year Graduation Rate","Percent","94.6"
"Clinton School District","900715350","2014-2015","Male","Four Year Graduation Rate","Percent","86.4"
"Clinton School District","900715350","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2014-2015","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2014-2015","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2014-2015","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2014-2015","Male","Other Rate","Percent","-9999"
"Clinton School District","900715350","2015-2016","Female","Total Cohort Count","Number","70"
"Clinton School District","900715350","2015-2016","Male","Total Cohort Count","Number","70"
"Clinton School District","900715350","2015-2016","Female","Four Year Graduation Count","Number","61"
"Clinton School District","900715350","2015-2016","Male","Four Year Graduation Count","Number","62"
"Clinton School District","900715350","2015-2016","Female","Four Year Graduation Rate","Percent","87.1"
"Clinton School District","900715350","2015-2016","Male","Four Year Graduation Rate","Percent","88.6"
"Clinton School District","900715350","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2015-2016","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2015-2016","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2015-2016","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2015-2016","Male","Other Rate","Percent","-9999"
"Clinton School District","900715350","2016-2017","Female","Total Cohort Count","Number","80"
"Clinton School District","900715350","2016-2017","Male","Total Cohort Count","Number","59"
"Clinton School District","900715350","2016-2017","Female","Four Year Graduation Count","Number","75"
"Clinton School District","900715350","2016-2017","Male","Four Year Graduation Count","Number","50"
"Clinton School District","900715350","2016-2017","Female","Four Year Graduation Rate","Percent","93.8"
"Clinton School District","900715350","2016-2017","Male","Four Year Graduation Rate","Percent","84.7"
"Clinton School District","900715350","2016-2017","Female","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2016-2017","Male","Still Enrolled After Four Years Count","Number","-9999"
"Clinton School District","900715350","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Clinton School District","900715350","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-9999"
