"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Andover School District","","2012-2013","Female","Other Count","Number","-6666"
"Andover School District","","2012-2013","Male","Other Count","Number","-6666"
"Andover School District","","2012-2013","Female","Other Rate","Percent","-6666"
"Andover School District","","2012-2013","Male","Other Rate","Percent","-6666"
"Andover School District","","2013-2014","Female","Total Cohort Count","Number","-6666"
"Andover School District","","2013-2014","Male","Total Cohort Count","Number","-6666"
"Andover School District","","2013-2014","Female","Four Year Graduation Count","Number","-6666"
"Andover School District","","2013-2014","Male","Four Year Graduation Count","Number","-6666"
"Andover School District","","2013-2014","Female","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2013-2014","Male","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2013-2014","Female","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2013-2014","Male","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2013-2014","Female","Other Count","Number","-6666"
"Andover School District","","2013-2014","Male","Other Count","Number","-6666"
"Andover School District","","2013-2014","Female","Other Rate","Percent","-6666"
"Andover School District","","2013-2014","Male","Other Rate","Percent","-6666"
"Andover School District","","2014-2015","Female","Total Cohort Count","Number","-6666"
"Andover School District","","2014-2015","Male","Total Cohort Count","Number","-6666"
"Andover School District","","2014-2015","Female","Four Year Graduation Count","Number","-6666"
"Andover School District","","2014-2015","Male","Four Year Graduation Count","Number","-6666"
"Andover School District","","2014-2015","Female","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2014-2015","Male","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2014-2015","Female","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2014-2015","Male","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2014-2015","Female","Other Count","Number","-6666"
"Andover School District","","2014-2015","Male","Other Count","Number","-6666"
"Andover School District","","2014-2015","Female","Other Rate","Percent","-6666"
"Andover School District","","2014-2015","Male","Other Rate","Percent","-6666"
"Andover School District","","2015-2016","Female","Total Cohort Count","Number","-6666"
"Andover School District","","2015-2016","Male","Total Cohort Count","Number","-6666"
"Andover School District","","2015-2016","Female","Four Year Graduation Count","Number","-6666"
"Andover School District","","2015-2016","Male","Four Year Graduation Count","Number","-6666"
"Andover School District","","2015-2016","Female","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2015-2016","Male","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2015-2016","Female","Other Count","Number","-6666"
"Andover School District","","2015-2016","Male","Other Count","Number","-6666"
"Andover School District","","2015-2016","Female","Other Rate","Percent","-6666"
"Andover School District","","2015-2016","Male","Other Rate","Percent","-6666"
"Andover School District","","2016-2017","Female","Total Cohort Count","Number","-6666"
"Andover School District","","2016-2017","Male","Total Cohort Count","Number","-6666"
"Andover School District","","2016-2017","Female","Four Year Graduation Count","Number","-6666"
"Andover School District","","2016-2017","Male","Four Year Graduation Count","Number","-6666"
"Andover School District","","2016-2017","Female","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2016-2017","Male","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2016-2017","Female","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2016-2017","Male","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2016-2017","Female","Other Count","Number","-6666"
"Andover School District","","2016-2017","Male","Other Count","Number","-6666"
"Andover School District","","2016-2017","Female","Other Rate","Percent","-6666"
"Andover School District","","2016-2017","Male","Other Rate","Percent","-6666"
"Ansonia School District","900901220","2010-2011","Female","Total Cohort Count","Number","94"
"Ansonia School District","900901220","2010-2011","Male","Total Cohort Count","Number","94"
"Ansonia School District","900901220","2010-2011","Female","Four Year Graduation Count","Number","68"
"Ansonia School District","900901220","2010-2011","Male","Four Year Graduation Count","Number","62"
"Ansonia School District","900901220","2010-2011","Female","Four Year Graduation Rate","Percent","72.3"
"Ansonia School District","900901220","2010-2011","Male","Four Year Graduation Rate","Percent","66.0"
"Ansonia School District","900901220","2010-2011","Female","Still Enrolled After Four Years Count","Number","8"
"Ansonia School District","900901220","2010-2011","Male","Still Enrolled After Four Years Count","Number","15"
"Ansonia School District","900901220","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","8.5"
"Ansonia School District","900901220","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","16.0"
"Ansonia School District","900901220","2010-2011","Female","Other Count","Number","18"
"Ansonia School District","900901220","2010-2011","Male","Other Count","Number","17"
"Ansonia School District","900901220","2010-2011","Female","Other Rate","Percent","19.1"
"Ansonia School District","900901220","2010-2011","Male","Other Rate","Percent","18.1"
"Ansonia School District","900901220","2011-2012","Female","Total Cohort Count","Number","99"
"Ansonia School District","900901220","2011-2012","Male","Total Cohort Count","Number","106"
"Ansonia School District","900901220","2011-2012","Female","Four Year Graduation Count","Number","82"
"Ansonia School District","900901220","2011-2012","Male","Four Year Graduation Count","Number","74"
"Ansonia School District","900901220","2011-2012","Female","Four Year Graduation Rate","Percent","82.8"
"Ansonia School District","900901220","2011-2012","Male","Four Year Graduation Rate","Percent","69.8"
"Ansonia School District","900901220","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2011-2012","Female","Other Count","Number","13"
"Ansonia School District","900901220","2011-2012","Male","Other Count","Number","24"
"Ansonia School District","900901220","2011-2012","Female","Other Rate","Percent","13.1"
"Ansonia School District","900901220","2011-2012","Male","Other Rate","Percent","22.6"
"Ansonia School District","900901220","2012-2013","Female","Total Cohort Count","Number","105"
"Ansonia School District","900901220","2012-2013","Male","Total Cohort Count","Number","107"
"Ansonia School District","900901220","2012-2013","Female","Four Year Graduation Count","Number","94"
"Ansonia School District","900901220","2012-2013","Male","Four Year Graduation Count","Number","66"
"Ansonia School District","900901220","2012-2013","Female","Four Year Graduation Rate","Percent","89.5"
"Ansonia School District","900901220","2012-2013","Male","Four Year Graduation Rate","Percent","61.7"
"Ansonia School District","900901220","2012-2013","Female","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2012-2013","Male","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2012-2013","Female","Other Count","Number","9"
"Ansonia School District","900901220","2012-2013","Male","Other Count","Number","18"
"Ansonia School District","900901220","2012-2013","Female","Other Rate","Percent","8.6"
"Ansonia School District","900901220","2012-2013","Male","Other Rate","Percent","16.8"
"Ansonia School District","900901220","2013-2014","Female","Total Cohort Count","Number","75"
"Ansonia School District","900901220","2013-2014","Male","Total Cohort Count","Number","82"
"Ansonia School District","900901220","2013-2014","Female","Four Year Graduation Count","Number","58"
"Ansonia School District","900901220","2013-2014","Male","Four Year Graduation Count","Number","62"
